date,source,type,titre,resume,url,texte_analyse,theme_principal,tags_secondaires,tous_les_tags
2025-05-11,La Nouvelle Tribune,wordpress,Iran - Russie : cette annonce qui inquiète l’USA et l’Europe,"Depuis le déclenchement de la guerre en Ukraine en 2022, Moscou et Téhéran ont resserré leurs liens, à mesure qu’ils se retrouvaient isolés par les sanctions occidentales. Leurs intérêts se sont alignés sur plusieurs fronts : livraisons de drones iraniens à usage militaire pour la Russie, transferts technologiques, coopération énergétique. Ces échanges ont permis à … Continuer la lecture",https://lanouvelletribune.info/2025/05/iran-russie-cette-annonce-qui-inquiete-lusa-et-leurope/,"Iran - Russie : cette annonce qui inquiète l’USA et l’Europe. Depuis le déclenchement de la guerre en Ukraine en 2022, Moscou et Téhéran ont resserré leurs liens, à mesure qu’ils se retrouvaient isolés par les sanctions occidentales. Leurs intérêts se sont alignés sur plusieurs fronts : livraisons de drones iraniens à usage militaire pour la Russie, transferts technologiques, coopération énergétique. Ces échanges ont permis à … Continuer la lecture",relations_internationales,"infrastructure_energie, opportunites_investissement, industrie_GDIZ, numerique_innovation, creation_entreprise, diaspora_retour, croissance_economique, vie_quotidienne, gouvernance_institutionnelle, agriculture_agrobusiness, vodun_culture_religieuse","relations_internationales, infrastructure_energie, opportunites_investissement, industrie_GDIZ, numerique_innovation, creation_entreprise, diaspora_retour, croissance_economique, vie_quotidienne, gouvernance_institutionnelle, agriculture_agrobusiness, vodun_culture_religieuse"
2025-01-08,La Nouvelle Tribune,wordpress,France : un maghrébin interpellé avec de la drogue dans ses bagages,"À la gare Saint-Charles de Marseille, le 3 janvier dernier, une opération de contrôle menée par les agents du service interdépartemental de sécurisation des transports en commun (SISTC) a permis de mettre la main sur une importante cargaison de drogue. Un individu, arrivé à bord d’un TGV en provenance du Luxembourg, a été interpellé avec … Continuer la lecture",https://lanouvelletribune.info/2025/01/france-un-maghrebin-interpelle-avec-de-la-drogue-dans-ses-bagages/,"France : un maghrébin interpellé avec de la drogue dans ses bagages. À la gare Saint-Charles de Marseille, le 3 janvier dernier, une opération de contrôle menée par les agents du service interdépartemental de sécurisation des transports en commun (SISTC) a permis de mettre la main sur une importante cargaison de drogue. Un individu, arrivé à bord d’un TGV en provenance du Luxembourg, a été interpellé avec … Continuer la lecture",diaspora_retour,"vodun_culture_religieuse, vie_quotidienne","diaspora_retour, vodun_culture_religieuse, vie_quotidienne"
2026-04-30,La Nouvelle Tribune,wordpress,Bénin : Le Conseil de transition de l’Église du Christianisme céleste dépose son rapport final,"Le Conseil supérieur de transition de l’Église du Christianisme Céleste a remis, jeudi 30 avril 2026 à Cotonou, son rapport au président de la République, Patrice Talon. La rencontre s’est tenue en présence de Romuald Wadagni, désigné président élu, ouvrant la phase d’exécution du processus de réunification de cette communauté religieuse.",https://lanouvelletribune.info/2026/04/benin-le-conseil-de-transition-de-leglise-du-christianisme-celeste-depose-son-rapport-final/,"Bénin : Le Conseil de transition de l’Église du Christianisme céleste dépose son rapport final. Le Conseil supérieur de transition de l’Église du Christianisme Céleste a remis, jeudi 30 avril 2026 à Cotonou, son rapport au président de la République, Patrice Talon. La rencontre s’est tenue en présence de Romuald Wadagni, désigné président élu, ouvrant la phase d’exécution du processus de réunification de cette communauté religieuse.",gouvernance_institutionnelle,"vodun_culture_religieuse, diaspora_retour","gouvernance_institutionnelle, vodun_culture_religieuse, diaspora_retour"
2025-02-12,La Nouvelle Tribune,wordpress,Conseil des ministres au Bénin: Missions de maîtrise d’œuvre complète d’infrastructures sportives,"Le Conseil des Ministres s’est réuni mercredi, le 12 février 2025, sous la présidence de Monsieur Patrice TALON, Président de la République, Chef de l’État, Chef du Gouvernement. Les décisions ci-après ont été prises :",https://lanouvelletribune.info/2025/02/conseil-des-ministres-au-benin-missions-de-maitrise-doeuvre-complete-dinfrastructures-sportives/,"Conseil des ministres au Bénin: Missions de maîtrise d’œuvre complète d’infrastructures sportives. Le Conseil des Ministres s’est réuni mercredi, le 12 février 2025, sous la présidence de Monsieur Patrice TALON, Président de la République, Chef de l’État, Chef du Gouvernement. Les décisions ci-après ont été prises :",gouvernance_institutionnelle,,gouvernance_institutionnelle
2025-07-15,Le Matinal,wordpress,Phases départementales Championnat national de maracana : Doublé historique de l’Acmp dans le Borgou-Alibori,"Le championnat départemental de Maracana du Borgou-Alibori a livré son verdict le samedi 12 juillet 2025, et l’Association des cavaliers du maracana de Parakou (Acmp) a réalisé un véritable coup de maître. Devant une assistance passionnée, l’Acmp a non seulement dominé ses adversaires, mais a également réalisé un doublé historique en s’imposant dans les catégories […]",https://lematinal.bj/phases-departementales-championnat-national-de-maracana-double-historique-de-lacmp-dans-le-borgou-alibori/,"Phases départementales Championnat national de maracana : Doublé historique de l’Acmp dans le Borgou-Alibori. Le championnat départemental de Maracana du Borgou-Alibori a livré son verdict le samedi 12 juillet 2025, et l’Association des cavaliers du maracana de Parakou (Acmp) a réalisé un véritable coup de maître. Devant une assistance passionnée, l’Acmp a non seulement dominé ses adversaires, mais a également réalisé un doublé historique en s’imposant dans les catégories […]",gouvernance_institutionnelle,"droits_libertes, vodun_culture_religieuse, opportunites_investissement, diaspora_retour, creation_entreprise, numerique_innovation, fiscalite_reglementation, securite_stabilite, sante_education, culture_identite, foncier_immobilier, croissance_economique, infrastructure_energie, industrie_GDIZ, relations_internationales, vie_quotidienne, agriculture_agrobusiness, environnement_climat","gouvernance_institutionnelle, droits_libertes, vodun_culture_religieuse, opportunites_investissement, diaspora_retour, creation_entreprise, numerique_innovation, fiscalite_reglementation, securite_stabilite, sante_education, culture_identite, foncier_immobilier, croissance_economique, infrastructure_energie, industrie_GDIZ, relations_internationales, vie_quotidienne, agriculture_agrobusiness, environnement_climat"
2025-05-11,La Nouvelle Tribune,wordpress,Maghreb : les sans-papiers de ce pays en difficulté en France,"Depuis plusieurs années, les ressortissants africains en situation irrégulière en France, évoluent dans une réalité marquée par l’instabilité administrative, l’angoisse permanente d’un contrôle et une insertion laborieuse dans le tissu économique. Malgré leur contribution essentielle à des secteurs sous tension — comme le bâtiment, la restauration ou le nettoyage — ces travailleurs se heurtent à … Continuer la lecture",https://lanouvelletribune.info/2025/05/maghreb-les-sans-papiers-de-ce-pays-en-difficulte-en-france/,"Maghreb : les sans-papiers de ce pays en difficulté en France. Depuis plusieurs années, les ressortissants africains en situation irrégulière en France, évoluent dans une réalité marquée par l’instabilité administrative, l’angoisse permanente d’un contrôle et une insertion laborieuse dans le tissu économique. Malgré leur contribution essentielle à des secteurs sous tension — comme le bâtiment, la restauration ou le nettoyage — ces travailleurs se heurtent à … Continuer la lecture",gouvernance_institutionnelle,"vie_quotidienne, creation_entreprise, fiscalite_reglementation, diaspora_retour, industrie_GDIZ, vodun_culture_religieuse, agriculture_agrobusiness, infrastructure_energie, securite_stabilite, numerique_innovation, foncier_immobilier","gouvernance_institutionnelle, vie_quotidienne, creation_entreprise, fiscalite_reglementation, diaspora_retour, industrie_GDIZ, vodun_culture_religieuse, agriculture_agrobusiness, infrastructure_energie, securite_stabilite, numerique_innovation, foncier_immobilier"
2025-09-04,La Nouvelle Tribune,wordpress,Automobile au Maghreb : le chinois Xpeng signe un accord de distribution en Afrique du Nord,"Le marché des véhicules électriques (VE) explose, porté par l’audace des constructeurs chinois. BYD, NIO et Xpeng ne se contentent plus de rivaliser avec les géants européens et américains, que sont Tesla, Peugeot, Renault. Aujourd’hui, ces marques parviennent même à les devancer, à la faveur de modèles haut de gamme, fiables et abordables. Une véritable … Continuer la lecture",https://lanouvelletribune.info/2025/09/automobile-au-maghreb-le-chinois-xpeng-signe-un-accord-de-distribution-en-afrique-du-nord/,"Automobile au Maghreb : le chinois Xpeng signe un accord de distribution en Afrique du Nord. Le marché des véhicules électriques (VE) explose, porté par l’audace des constructeurs chinois. BYD, NIO et Xpeng ne se contentent plus de rivaliser avec les géants européens et américains, que sont Tesla, Peugeot, Renault. Aujourd’hui, ces marques parviennent même à les devancer, à la faveur de modèles haut de gamme, fiables et abordables. Une véritable … Continuer la lecture",opportunites_investissement,croissance_economique,"opportunites_investissement, croissance_economique"
2025-03-24,Matin Libre,wordpress,Bénin:  Le Port autonome de Cotonou célèbre 60 ans d’impact,"La salle bleue du Palais des congrès de Cotonou a abrité vendredi 21 mars 2025, la célébration des 60 ans du Port autonome de Cotonou (Pac). Au programme, entre autres, projection d’un film documentaire retraçant l’histoire du Pac, deux panels interactifs sur les thèmes : « Les défis et opportunités face à la mondialisation » […]",https://matinlibre.com/2025/03/24/benin-le-port-autonome-de-cotonou-celebre-60-ans-dimpact/,"Bénin:  Le Port autonome de Cotonou célèbre 60 ans d’impact. La salle bleue du Palais des congrès de Cotonou a abrité vendredi 21 mars 2025, la célébration des 60 ans du Port autonome de Cotonou (Pac). Au programme, entre autres, projection d’un film documentaire retraçant l’histoire du Pac, deux panels interactifs sur les thèmes : « Les défis et opportunités face à la mondialisation » […]",relations_internationales,"infrastructure_energie, opportunites_investissement, foncier_immobilier, agriculture_agrobusiness, creation_entreprise, fiscalite_reglementation, gouvernance_institutionnelle","relations_internationales, infrastructure_energie, opportunites_investissement, foncier_immobilier, agriculture_agrobusiness, creation_entreprise, fiscalite_reglementation, gouvernance_institutionnelle"
2025-02-17,Le Matinal,wordpress,Can U20 Côte d’Ivoire 2025 : Les groupes constitués ce jour en Egypte,"Les treize (13) nations qualifiées pour l’édition 2025 de la Coupe d’Afrique des nations (Can) juniors (U20) vont connaître leurs adversaires du premier tour. Ce sera ce jeudi 13 février 2025, au terme d’une cérémonie de tirage au sort. La phase finale de la Coupe d’Afrique des Nations (Can) des moins de vingt ans (U20) […]",https://lematinal.bj/can-u20-cote-divoire-2025-les-groupes-constitues-ce-jour-en-egypte/,"Can U20 Côte d’Ivoire 2025 : Les groupes constitués ce jour en Egypte. Les treize (13) nations qualifiées pour l’édition 2025 de la Coupe d’Afrique des nations (Can) juniors (U20) vont connaître leurs adversaires du premier tour. Ce sera ce jeudi 13 février 2025, au terme d’une cérémonie de tirage au sort. La phase finale de la Coupe d’Afrique des Nations (Can) des moins de vingt ans (U20) […]",general,,general
2025-02-18,Le Matinal,wordpress,"Celtiis ligue pro 2024-2025 : Buffles Fc s’impose, Cavaliers trébuche, Dragons victorieux","La Celtiis ligue pro de football du Bénin s’est poursuivie avec la phase retour. Le week-end dernier, le public sportif local s’est régalé au rythme des matchs de la 18ème journée de la saison 2024-2025. Au terme des différentes rencontres disputées dans les zones A et B, les clubs en course ont obtenu divers résultats. […]",https://lematinal.bj/celtiis-ligue-pro-2024-2025-buffles-fc-simpose-cavaliers-trebuche-dragons-victorieux/,"Celtiis ligue pro 2024-2025 : Buffles Fc s’impose, Cavaliers trébuche, Dragons victorieux. La Celtiis ligue pro de football du Bénin s’est poursuivie avec la phase retour. Le week-end dernier, le public sportif local s’est régalé au rythme des matchs de la 18ème journée de la saison 2024-2025. Au terme des différentes rencontres disputées dans les zones A et B, les clubs en course ont obtenu divers résultats. […]",agriculture_agrobusiness,"fiscalite_reglementation, creation_entreprise, gouvernance_institutionnelle, foncier_immobilier, infrastructure_energie, opportunites_investissement, numerique_innovation, croissance_economique, diaspora_retour, securite_stabilite, vodun_culture_religieuse, culture_identite, relations_internationales, droits_libertes, sante_education, vie_quotidienne, industrie_GDIZ, tourisme, environnement_climat","agriculture_agrobusiness, fiscalite_reglementation, creation_entreprise, gouvernance_institutionnelle, foncier_immobilier, infrastructure_energie, opportunites_investissement, numerique_innovation, croissance_economique, diaspora_retour, securite_stabilite, vodun_culture_religieuse, culture_identite, relations_internationales, droits_libertes, sante_education, vie_quotidienne, industrie_GDIZ, tourisme, environnement_climat"
2025-12-20,La Nouvelle Tribune,wordpress,Jake Paul hospitalisé après un KO face à Anthony Joshua,"La rencontre très attendue entre Anthony Joshua et Jake Paul, disputée à Miami et diffusée sur Netflix, s’est conclue de manière nette. Le boxeur britannique a mis fin au combat par KO au sixième round, envoyant son adversaire à l’hôpital pour des soins, notamment à la mâchoire. Un dénouement sans équivoque qui rappelle la frontière … Continuer la lecture",https://lanouvelletribune.info/2025/12/jake-paul-hospitalise-apres-un-ko-face-a-anthony-joshua/,"Jake Paul hospitalisé après un KO face à Anthony Joshua. La rencontre très attendue entre Anthony Joshua et Jake Paul, disputée à Miami et diffusée sur Netflix, s’est conclue de manière nette. Le boxeur britannique a mis fin au combat par KO au sixième round, envoyant son adversaire à l’hôpital pour des soins, notamment à la mâchoire. Un dénouement sans équivoque qui rappelle la frontière … Continuer la lecture",creation_entreprise,"gouvernance_institutionnelle, opportunites_investissement, fiscalite_reglementation, croissance_economique, infrastructure_energie, agriculture_agrobusiness, diaspora_retour, foncier_immobilier, culture_identite, vodun_culture_religieuse, numerique_innovation, droits_libertes, relations_internationales, industrie_GDIZ, sante_education, environnement_climat, securite_stabilite, tourisme, vie_quotidienne","creation_entreprise, gouvernance_institutionnelle, opportunites_investissement, fiscalite_reglementation, croissance_economique, infrastructure_energie, agriculture_agrobusiness, diaspora_retour, foncier_immobilier, culture_identite, vodun_culture_religieuse, numerique_innovation, droits_libertes, relations_internationales, industrie_GDIZ, sante_education, environnement_climat, securite_stabilite, tourisme, vie_quotidienne"
2025-04-24,Matin Libre,wordpress,Maroc/Inclusion financière  Maroc Telecom et Visa concluent un partenariat stratégique:  (Les deux géants envisagent des projets en Afrique),Le Groupe Maroc Telecom et Visa ont signé un Memorandum of Understanding (MoU) pour établir un cadre de collaboration global et explorer des opportunités de coopération au Maroc et dans les filiales africaines du Groupe. Ce partenariat marque une étape clé dans l’expansion des paiements digitaux et le renforcement de l’inclusion financière sur le continent. […],https://matinlibre.com/2025/04/24/maroc-inclusion-financiere-maroc-telecom-et-visa-concluent-un-partenariat-strategique-les-deux-geants-envisagent-des-projets-en-afrique/,Maroc/Inclusion financière  Maroc Telecom et Visa concluent un partenariat stratégique:  (Les deux géants envisagent des projets en Afrique). Le Groupe Maroc Telecom et Visa ont signé un Memorandum of Understanding (MoU) pour établir un cadre de collaboration global et explorer des opportunités de coopération au Maroc et dans les filiales africaines du Groupe. Ce partenariat marque une étape clé dans l’expansion des paiements digitaux et le renforcement de l’inclusion financière sur le continent. […],opportunites_investissement,"relations_internationales, vie_quotidienne, industrie_GDIZ, diaspora_retour, numerique_innovation, vodun_culture_religieuse, creation_entreprise, foncier_immobilier, croissance_economique, fiscalite_reglementation, gouvernance_institutionnelle, agriculture_agrobusiness, droits_libertes, infrastructure_energie, culture_identite, securite_stabilite, sante_education","opportunites_investissement, relations_internationales, vie_quotidienne, industrie_GDIZ, diaspora_retour, numerique_innovation, vodun_culture_religieuse, creation_entreprise, foncier_immobilier, croissance_economique, fiscalite_reglementation, gouvernance_institutionnelle, agriculture_agrobusiness, droits_libertes, infrastructure_energie, culture_identite, securite_stabilite, sante_education"
2025-04-11,Le Matinal,wordpress,Lycée technique agricole Bernadette Sohoudji Agbossou de Klouékanmè   : Les apprenants sensibilisés sur les grossesses en milieu scolaire,"Une délégation préfectorale du Couffo et Plan international Bénin conduite par le chargé de mission du préfet du Couffo, Théophile Kpanon, a effectué une visite au Lycée technique agricole Bernadette Sohoudji Agbossou d’Adjahounmè, dans la Commune de Klouékanmè le vendredi 04 avril 2025. Les apprenants et les enseignants de ce Lycée technique agricole ont été […]",https://lematinal.bj/lycee-technique-agricole-bernadette-sohoudji-agbossou-de-klouekanme-les-apprenants-sensibilises-sur-les-grossesses-en-milieu-scolaire/,"Lycée technique agricole Bernadette Sohoudji Agbossou de Klouékanmè   : Les apprenants sensibilisés sur les grossesses en milieu scolaire. Une délégation préfectorale du Couffo et Plan international Bénin conduite par le chargé de mission du préfet du Couffo, Théophile Kpanon, a effectué une visite au Lycée technique agricole Bernadette Sohoudji Agbossou d’Adjahounmè, dans la Commune de Klouékanmè le vendredi 04 avril 2025. Les apprenants et les enseignants de ce Lycée technique agricole ont été […]",agriculture_agrobusiness,"relations_internationales, foncier_immobilier, fiscalite_reglementation, creation_entreprise, gouvernance_institutionnelle, diaspora_retour, croissance_economique, numerique_innovation, culture_identite, sante_education, vodun_culture_religieuse, environnement_climat, infrastructure_energie, vie_quotidienne, droits_libertes","agriculture_agrobusiness, relations_internationales, foncier_immobilier, fiscalite_reglementation, creation_entreprise, gouvernance_institutionnelle, diaspora_retour, croissance_economique, numerique_innovation, culture_identite, sante_education, vodun_culture_religieuse, environnement_climat, infrastructure_energie, vie_quotidienne, droits_libertes"
2025-07-15,La Nouvelle Tribune,wordpress,Sénégal : Réconciliation ou justice ? Le Président Diomaye fâche certains membres du parti,"Depuis son accession à la magistrature suprême, Bassirou Diomaye Faye marche sur une ligne de crête. Quinze mois après son élection, un nombre croissant de militants de PASTEF attendent des actes forts face aux violences étatiques de la période 2021-2024. L’impatience monte, et les signes d’apaisement envoyés par la présidence sont désormais perçus, chez certains, … Continuer la lecture",https://lanouvelletribune.info/2025/07/senegal-reconciliation-ou-justice-le-president-diomaye-fache-certains-membres-du-parti/,"Sénégal : Réconciliation ou justice ? Le Président Diomaye fâche certains membres du parti. Depuis son accession à la magistrature suprême, Bassirou Diomaye Faye marche sur une ligne de crête. Quinze mois après son élection, un nombre croissant de militants de PASTEF attendent des actes forts face aux violences étatiques de la période 2021-2024. L’impatience monte, et les signes d’apaisement envoyés par la présidence sont désormais perçus, chez certains, … Continuer la lecture",general,,general
2025-04-10,Matin Libre,wordpress,"Tarifs douaniers américains:  4 solutions pour l’Afrique, selon l’Ambassadeur Omar Arouna","Les nouveaux tarifs douaniers américains imposés par Donald Trump, affectent lourdement plusieurs pays africains. Ces mesures, déclenchant une guerre commerciale, menacent l’économie mondiale. L’ancien ambassadeur Omar Arouna analyse l’impact de ces décisions sur les économies africaines et les secteurs touchés. Il souligne la nécessité pour l’Afrique de répondre à ce défi commercial. Arouna propose des […]",https://matinlibre.com/2025/04/10/tarifs-douaniers-americains-4-solutions-pour-lafrique-selon-lambassadeur-omar-arouna/,"Tarifs douaniers américains:  4 solutions pour l’Afrique, selon l’Ambassadeur Omar Arouna. Les nouveaux tarifs douaniers américains imposés par Donald Trump, affectent lourdement plusieurs pays africains. Ces mesures, déclenchant une guerre commerciale, menacent l’économie mondiale. L’ancien ambassadeur Omar Arouna analyse l’impact de ces décisions sur les économies africaines et les secteurs touchés. Il souligne la nécessité pour l’Afrique de répondre à ce défi commercial. Arouna propose des […]",vie_quotidienne,"fiscalite_reglementation, numerique_innovation, foncier_immobilier, creation_entreprise, relations_internationales, gouvernance_institutionnelle, vodun_culture_religieuse, diaspora_retour, industrie_GDIZ, opportunites_investissement, droits_libertes, culture_identite, sante_education, agriculture_agrobusiness, croissance_economique, infrastructure_energie, securite_stabilite, environnement_climat, tourisme","vie_quotidienne, fiscalite_reglementation, numerique_innovation, foncier_immobilier, creation_entreprise, relations_internationales, gouvernance_institutionnelle, vodun_culture_religieuse, diaspora_retour, industrie_GDIZ, opportunites_investissement, droits_libertes, culture_identite, sante_education, agriculture_agrobusiness, croissance_economique, infrastructure_energie, securite_stabilite, environnement_climat, tourisme"
2025-11-17,La Nouvelle Tribune,wordpress,Financements au Maghreb : le Maroc prépare une petite révolution,"Au Maroc, le gouvernement a confirmé son intention de revoir, en profondeur, son modèle de financement. Le pays souhaite mobiliser l’épargne de ses citoyens afin d’appuyer sa croissance économique. Cela passe notamment par l’ouverture à certains outils d’investissements, comme les ETF, qui ont le vent en poupe.",https://lanouvelletribune.info/2025/11/financements-au-maghreb-le-maroc-prepare-une-petite-revolution/,"Financements au Maghreb : le Maroc prépare une petite révolution. Au Maroc, le gouvernement a confirmé son intention de revoir, en profondeur, son modèle de financement. Le pays souhaite mobiliser l’épargne de ses citoyens afin d’appuyer sa croissance économique. Cela passe notamment par l’ouverture à certains outils d’investissements, comme les ETF, qui ont le vent en poupe.",opportunites_investissement,"croissance_economique, foncier_immobilier, industrie_GDIZ","opportunites_investissement, croissance_economique, foncier_immobilier, industrie_GDIZ"
2026-01-27,Le Matinal,wordpress,Mémorium des arts à l’Eitb : Alougbine Dine immortalise des figures emblématiques de la culture et des arts,"A l’Ecole internationale du théâtre du Bénin (Eitb), monuments et photographies soutenus par des bibliographies succinctes de figures de proue de la culture et des arts du Bénin, majestueusement installés accueillent les visiteurs du centre. Baptisée ‘’ Mémorium des arts’’, l’œuvre porte la signature d’Alougbine Dine. Elle immortalise de grands noms de la culture béninoise. […]",https://lematinal.bj/memorium-des-arts-a-leitb-alougbine-dine-immortalise-des-figures-emblematiques-de-la-culture-et-des-arts/,"Mémorium des arts à l’Eitb : Alougbine Dine immortalise des figures emblématiques de la culture et des arts. A l’Ecole internationale du théâtre du Bénin (Eitb), monuments et photographies soutenus par des bibliographies succinctes de figures de proue de la culture et des arts du Bénin, majestueusement installés accueillent les visiteurs du centre. Baptisée ‘’ Mémorium des arts’’, l’œuvre porte la signature d’Alougbine Dine. Elle immortalise de grands noms de la culture béninoise. […]",fiscalite_reglementation,"culture_identite, industrie_GDIZ, diaspora_retour, securite_stabilite, numerique_innovation, vodun_culture_religieuse, croissance_economique, relations_internationales, droits_libertes, agriculture_agrobusiness, opportunites_investissement, sante_education, infrastructure_energie, gouvernance_institutionnelle, environnement_climat, creation_entreprise, foncier_immobilier, vie_quotidienne, tourisme","fiscalite_reglementation, culture_identite, industrie_GDIZ, diaspora_retour, securite_stabilite, numerique_innovation, vodun_culture_religieuse, croissance_economique, relations_internationales, droits_libertes, agriculture_agrobusiness, opportunites_investissement, sante_education, infrastructure_energie, gouvernance_institutionnelle, environnement_climat, creation_entreprise, foncier_immobilier, vie_quotidienne, tourisme"
2025-07-02,Matin Libre,wordpress,Championnat d’Afrique de Beach-Volley:  Un parcours prometteur des Guépards !,"Le Championnat d’Afrique de Beach-Volley s’est achevé le dimanche 29 Juin dernier à Martil (Maroc) avec une domination écrasante des équipes locales, couronnées championnes d’Afrique chez les hommes comme chez les dames. En finale masculin, le Maroc a même offert un spectacle 100% national, confirmant sa suprématie sur le continent. Les représentants béninois se sont […]",https://matinlibre.com/2025/07/02/championnat-dafrique-de-beach-volley-un-parcours-prometteur-des-guepards/,"Championnat d’Afrique de Beach-Volley:  Un parcours prometteur des Guépards !. Le Championnat d’Afrique de Beach-Volley s’est achevé le dimanche 29 Juin dernier à Martil (Maroc) avec une domination écrasante des équipes locales, couronnées championnes d’Afrique chez les hommes comme chez les dames. En finale masculin, le Maroc a même offert un spectacle 100% national, confirmant sa suprématie sur le continent. Les représentants béninois se sont […]",opportunites_investissement,"creation_entreprise, diaspora_retour, foncier_immobilier","opportunites_investissement, creation_entreprise, diaspora_retour, foncier_immobilier"
2026-02-12,Matin Libre,wordpress,Who is Who ?: Ceux qui feront 2026,"2026 s’annonce comme une année qui sera politiquement très animée. Si elle se révèle être une année électorale, celle des premières élections générales au Bénin, elle sera surtout marquée par l’entrée à la Marina, d’un nouveau Président de la République. Ceci, marquant la fin des deux mandats de Patrice Talon.  Outre la politique, les acteurs […]",https://matinlibre.com/2026/02/12/who-is-who-ceux-qui-feront-2026/,"Who is Who ?: Ceux qui feront 2026. 2026 s’annonce comme une année qui sera politiquement très animée. Si elle se révèle être une année électorale, celle des premières élections générales au Bénin, elle sera surtout marquée par l’entrée à la Marina, d’un nouveau Président de la République. Ceci, marquant la fin des deux mandats de Patrice Talon.  Outre la politique, les acteurs […]",gouvernance_institutionnelle,relations_internationales,"gouvernance_institutionnelle, relations_internationales"
2025-07-09,La Nouvelle Tribune,wordpress,Transports : la Chine bat tous les records avec son nouveau bijou,"Depuis l’avènement du train à grande vitesse, c’est l’Europe et le Japon qui ont longtemps détenu la vedette. Le TGV français, lancé dans les années 1980, et le Shinkansen japonais, pionnier du rail rapide dès les années 1960, ont révolutionné le transport terrestre en réduisant considérablement les temps de trajet et en facilitant les déplacements … Continuer la lecture",https://lanouvelletribune.info/2025/07/transports-la-chine-bat-tous-les-records-avec-son-nouveau-bijou/,"Transports : la Chine bat tous les records avec son nouveau bijou. Depuis l’avènement du train à grande vitesse, c’est l’Europe et le Japon qui ont longtemps détenu la vedette. Le TGV français, lancé dans les années 1980, et le Shinkansen japonais, pionnier du rail rapide dès les années 1960, ont révolutionné le transport terrestre en réduisant considérablement les temps de trajet et en facilitant les déplacements … Continuer la lecture",general,,general
2026-01-11,Le Matinal,wordpress,Bénin : Les opérations de vote effectives à Sèmè-Podji,"Le long weekend festif dédié au festival Vodun days n’a pas émoussé l’ardeur des populations appelées aux urnes ce 11 janvier pour les Législatives et Communales. Dans la Commune de Sèmè-Podji, département de l’Ouémé, les opérations de vote sont effectives. Une descente d’une équipe du journal Le Matinal dans des centres de vote a permis […]",https://lematinal.bj/benin-les-operations-de-vote-effectives-a-seme-podji/,"Bénin : Les opérations de vote effectives à Sèmè-Podji. Le long weekend festif dédié au festival Vodun days n’a pas émoussé l’ardeur des populations appelées aux urnes ce 11 janvier pour les Législatives et Communales. Dans la Commune de Sèmè-Podji, département de l’Ouémé, les opérations de vote sont effectives. Une descente d’une équipe du journal Le Matinal dans des centres de vote a permis […]",creation_entreprise,"droits_libertes, numerique_innovation, croissance_economique, opportunites_investissement, gouvernance_institutionnelle, vie_quotidienne, diaspora_retour, culture_identite, industrie_GDIZ, relations_internationales, agriculture_agrobusiness, foncier_immobilier, fiscalite_reglementation, vodun_culture_religieuse, infrastructure_energie, securite_stabilite, sante_education, environnement_climat","creation_entreprise, droits_libertes, numerique_innovation, croissance_economique, opportunites_investissement, gouvernance_institutionnelle, vie_quotidienne, diaspora_retour, culture_identite, industrie_GDIZ, relations_internationales, agriculture_agrobusiness, foncier_immobilier, fiscalite_reglementation, vodun_culture_religieuse, infrastructure_energie, securite_stabilite, sante_education, environnement_climat"
2025-06-13,Matin Libre,wordpress,3e Conférence des Nations unies sur l’Océan Lancement du concours ePOP 2025 « Fais voir ce qu’ils ressentent »,"Du 12 juin au 12 septembre 2025, RFI Planète Radio (groupe France Médias Monde) et l’IRD organisent la 7e édition du concours vidéo « Fais voir ce qu’ils ressentent », dans le cadre du réseau international ePOP – Petites Ondes Participatives. Le lancement du concours 2025 s’est déroulé ce jeudi 12 juin à partir de […]",https://matinlibre.com/2025/06/13/3e-conference-des-nations-unies-sur-locean-lancement-du-concours-epop-2025-fais-voir-ce-quils-ressentent/,"3e Conférence des Nations unies sur l’Océan Lancement du concours ePOP 2025 « Fais voir ce qu’ils ressentent ». Du 12 juin au 12 septembre 2025, RFI Planète Radio (groupe France Médias Monde) et l’IRD organisent la 7e édition du concours vidéo « Fais voir ce qu’ils ressentent », dans le cadre du réseau international ePOP – Petites Ondes Participatives. Le lancement du concours 2025 s’est déroulé ce jeudi 12 juin à partir de […]",foncier_immobilier,"relations_internationales, infrastructure_energie, fiscalite_reglementation, gouvernance_institutionnelle, agriculture_agrobusiness, croissance_economique, culture_identite, environnement_climat, creation_entreprise","foncier_immobilier, relations_internationales, infrastructure_energie, fiscalite_reglementation, gouvernance_institutionnelle, agriculture_agrobusiness, croissance_economique, culture_identite, environnement_climat, creation_entreprise"
