SQLDATE,date,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_NumThemes,GKG_Persons,GKG_NumPersons,GKG_Organizations,GKG_NumOrgs,GKG_V2Tone_Positive,GKG_V2Tone_Negative,GKG_V2Tone_Polarity,GKG_V2Tone_ActivityDensity,GKG_V2Tone_SelfGroupDensity,GKG_V2Tone_WordCount,GCAM_Anger,GCAM_Fear,GCAM_Joy,GCAM_Sadness,GCAM_Trust,GCAM_Surprise,GCAM_DominantEmotion,GKG_DocumentIdentifier,GKG_HasImage,GKG_Language,GKG_IsTranslated,QuadLabel,IsConflict,IsNegative,MediaWeight,ZoneBenin,DepartementBenin,PopulationVille,IsNorthBenin,SourceType,GoldsteinNorm,ToneNorm,month,GKG_ThemeConflict,GKG_ThemeEconomy,GKG_ThemeGovern,GKG_ThemeHumanDev,GKG_ThemeEnviro,GKG_ToneGap,GKG_EmotionIntensity,ToneCategory,GoldsteinBin
20250401,2025-04-01,Etudiants / UAC,BN,Armee beninoise (FAB),BN,042,Visite officielle,1,0.94,6,2,4.19,Tchaourou,BN,8.89,2.59,ortb.bj,SECURITY;HUMAN_RIGHTS;GOVERNMENT,3,Komi Koutche;Samou Seidou Adambi;Joseph Djogbenou,3,ORTB (Radio-Television),1,5.38,0.72,6.1,6.0,0.38,2892,0.137,0.337,2.198,0.011,4.599,0.326,Trust,https://ortb.bj/actualite/evt-26029,0,fra,0,Cooperation verbale,0,0,12,Nord,Borgou,220000,1,Media public,0.547,0.6048,2025-04,1,0,1,0,0,4.66,7.608,Positif,Neutre
20250712,2025-07-12,Etudiants / UAC,BN,Gouvernement du Benin,BN,020,Appel action,1,3.84,9,2,1.89,Cotonou,BN,6.3654,2.4183,lepointeau.bj,PECHE;PATRIMOINE_UNESCO;TAX_POLITICAL_PARTY;ZONE_FRANCHE,4,Joel Aivo;Oswald Homeky,2,Parti du Renouveau Democratique,1,1.2,2.36,3.56,0.99,0.35,2266,0.259,0.135,0.066,0.265,2.881,1.051,Trust,https://lepointeau.bj/evt-52492,1,fra,0,Cooperation verbale,0,0,18,Sud,Littoral,679000,0,Presse en ligne,0.692,0.5472,2025-07,0,1,1,0,1,-1.16,4.657,Neutre,Stabilisant
20250718,2025-07-18,Autorites traditionnelles,BN,Gouvernement du Benin,BN,057,Signature accord,2,0.06,2,8,-0.09,Parakou,BN,9.337,2.6282,lanouvelletribune.bj,MIGRATION;DEFORESTATION;COMMERCE_NIGERIA;INFRASTRUCTURE,4,Patrice Talon,1,INSAE (Statistiques),1,7.54,0.18,7.72,2.0,0.45,1174,0.391,0.101,3.406,1.421,1.408,0.421,Joy,https://lanouvelletribune.bj/benin/evt-88821,0,fra,0,Cooperation materielle,0,1,16,Nord,Borgou,255000,1,Presse en ligne,0.503,0.4978,2025-07,0,1,0,0,1,7.36,7.148,Neutre,Neutre
20250917,2025-09-17,Gouvernement du Benin,BN,Medias beninois,BN,140,Refus cooperation,3,-4.35,12,5,-6.38,Aplahoue,BN,6.93,1.68,lepointeau.bj,INFRASTRUCTURE;UNIVERSITE_ABOMEY_CALAVI,2,Adrien Houngbedji;Alassane Seidou;Abdoulaye Bio Tchane,3,,0,0.44,0.64,1.08,1.58,0.99,228,2.716,2.927,0.165,2.525,0.308,0.761,Fear,https://lepointeau.bj/evt-67280,0,fra,0,Conflit verbal,1,1,60,Sud,Couffo,171000,0,Presse en ligne,0.2825,0.3405,2025-09,0,1,0,1,0,-0.2,9.402,Tres negatif,Destabilisant
20250305,2025-03-05,Armee beninoise (FAB),BN,Cour Constitutionnelle,BN,112,Refus requete,3,-7.48,2,3,-9.44,Malanville,BN,11.868,3.3836,24haubenin.info,INONDATIONS;GENDER,2,,0,Assemblee Nationale du Benin,1,0.2,3.1,3.3,1.71,0.7,1774,5.533,3.135,0.019,0.846,0.875,1.028,Anger,https://24haubenin.info/?evt-73667,1,fra,0,Conflit verbal,1,1,6,Nord,Alibori,168000,1,Presse en ligne,0.126,0.264,2025-03,0,0,0,1,1,-2.9,11.436,Tres negatif,Tres destabilisant
20251126,2025-11-26,Societe civile,BN,Presidence de la Republique,BN,010,Declaration publique,1,1.89,5,2,-1.41,Tchaourou,BN,8.89,2.59,leconomistebenin.com,ENVIRONMENT;ECONOMY;INFRASTRUCTURE;ZONE_FRANCHE;PIRACY_GOLFE_GUINEE,5,Reckya Madougou,1,,0,10.72,0.25,10.97,2.92,0.5,2074,0.933,0.21,0.883,0.286,0.236,1.07,Surprise,https://leconomistebenin.com/evt-58426,1,fra,0,Cooperation verbale,0,1,10,Nord,Borgou,220000,1,Presse economique,0.5945,0.4648,2025-11,1,1,0,0,1,10.47,3.618,Neutre,Neutre
20250820,2025-08-20,Syndicat enseignants (COSI),BN,Armee beninoise (FAB),BN,071,Aide humanitaire,2,6.81,4,8,-1.12,Cotonou,BN,6.3654,2.4183,beninwebtv.com,AGRICULTURE;GENDER,2,,0,Universite Abomey-Calavi (UAC);Union Progressiste (UP),2,0.57,0.32,0.89,0.76,0.71,256,0.576,0.286,1.323,0.52,1.827,1.271,Trust,https://beninwebtv.com/2025/08/20/evt-90387,1,fra,0,Cooperation materielle,0,1,32,Sud,Littoral,679000,0,Web TV,0.8405,0.472,2025-08,0,0,0,1,1,0.25,5.803,Neutre,Stabilisant
20250815,2025-08-15,Societe civile,BN,Presidence de la Republique,BN,060,Cooperation materielle,2,5.26,3,4,8.21,Djougou,BN,9.7082,1.6599,24haubenin.info,PATRIMOINE_UNESCO;EAU_ASSAINISSEMENT;YOUTH,3,,0,API (Invest. Benin),1,4.9,3.1,8.0,0.54,0.97,485,0.923,0.135,0.933,0.305,12.141,0.213,Trust,https://24haubenin.info/?evt-28087,1,fra,0,Cooperation materielle,0,0,12,Nord,Donga,267000,1,Presse en ligne,0.763,0.7052,2025-08,0,0,0,1,0,1.8,14.65,Tres positif,Stabilisant
20250616,2025-06-16,Patronat beninois (CNP),BN,Armee beninoise (FAB),BN,140,Refus cooperation,3,-5.4,9,1,-6.99,Abomey,BN,7.1856,1.9861,beninrevele.bj,DECENTRALISATION;DEMOCRACY;POVERTY;ECONOMY,4,,0,Chambre de Commerce Benin,1,1.47,13.02,14.49,1.09,1.18,672,0.249,2.843,0.587,1.836,0.954,2.66,Fear,https://beninrevele.bj/actualite/evt-53189,0,fra,0,Conflit verbal,1,1,9,Centre,Zou,87000,0,Site gouv.,0.23,0.3252,2025-06,0,1,1,1,0,-11.55,9.129,Tres negatif,Destabilisant
20250908,2025-09-08,Parti Union Progressiste,BN,Gouvernement du Benin,BN,011,Decl. optimiste,1,-0.15,7,3,6.99,Cotonou,BN,6.3654,2.4183,lepointeau.bj,ENERGIE_ELECTRIFICATION;POLITICS;REFORME_CONSTITUTIONNELLE,3,,0,Universite Abomey-Calavi (UAC),1,1.74,0.12,1.86,3.81,2.54,2297,0.104,0.517,1.837,0.36,5.752,0.16,Trust,https://lepointeau.bj/evt-60143,1,fra,0,Cooperation verbale,0,0,21,Sud,Littoral,679000,0,Presse en ligne,0.4925,0.6748,2025-09,0,0,1,1,0,1.62,8.73,Tres positif,Leg. negatif
20250705,2025-07-05,Presidence de la Republique,BN,Presidence de la Republique,BN,060,Cooperation materielle,2,2.16,11,7,0.91,Lokossa,BN,6.6392,1.7153,beninrevele.bj,CLIMATE;ELECTION;DIASPORA_BENIN;PROTEST,4,Razack Adeoti,1,Chambre de Commerce Benin,1,2.25,0.52,2.77,1.85,1.65,2269,0.087,0.013,0.123,0.423,4.985,2.25,Trust,https://beninrevele.bj/actualite/evt-89436,1,fra,0,Cooperation materielle,0,0,77,Sud,Mono,105000,0,Site gouv.,0.608,0.5228,2025-07,1,0,1,0,1,1.73,7.881,Neutre,Neutre
20250906,2025-09-06,Presidence de la Republique,BN,Parti Bloc Republicain,BN,130,Protestation,3,-2.8,4,4,-3.04,Djougou,BN,9.7082,1.6599,24haubenin.info,PECHE;ENVIRONMENT;PROTEST;INFRASTRUCTURE,4,Patrice Talon,1,Cour Constitutionnelle du Benin;ORTB (Radio-Television),2,0.16,20.0,20.16,0.4,1.73,273,3.175,0.656,0.169,0.224,0.025,1.82,Anger,https://24haubenin.info/?evt-85677,0,fra,0,Conflit verbal,1,1,16,Nord,Donga,267000,1,Presse en ligne,0.36,0.424,2025-09,1,1,0,0,1,-19.84,6.069,Negatif,Leg. negatif
20250929,2025-09-29,Gouvernement du Benin,BN,Medias beninois,BN,042,Visite officielle,1,3.44,6,8,2.47,Porto-Novo,BN,6.4969,2.6289,gouv.bj,CLIMATE;PATRIMOINE_UNESCO;HEALTH,3,Nicephore Soglo,1,Port Autonome de Cotonou (PAC);Cour Constitutionnelle du Benin,2,2.45,0.89,3.34,1.81,0.32,1069,0.013,0.273,3.687,0.286,0.247,1.669,Joy,https://www.gouv.bj/actualite/evt-36605,0,fra,0,Cooperation verbale,0,0,48,Sud,Oueme,264000,0,Officiel,0.672,0.5618,2025-09,0,0,0,1,1,1.56,6.175,Positif,Stabilisant
20251206,2025-12-06,Parti Union Progressiste,BN,Parti Forces Cauris,BN,050,Appel cooperation,1,3.32,5,3,0.06,Abomey-Calavi,BN,6.4484,2.3552,ortb.bj,ENERGIE_ELECTRIFICATION;POLITICS,2,,0,CNSS (Securite sociale);Bloc Republicain (BR),2,3.16,1.43,4.59,1.44,0.04,2644,0.387,0.606,1.623,0.349,2.044,1.479,Trust,https://ortb.bj/actualite/evt-73813,0,fra,0,Cooperation verbale,0,0,15,Sud,Atlantique,757000,0,Media public,0.666,0.5015,2025-12,0,0,1,1,0,1.73,6.488,Neutre,Stabilisant
20250518,2025-05-18,Gouvernement du Benin,BN,Parti Bloc Republicain,BN,010,Declaration publique,1,-1.0,16,2,-0.43,Djougou,BN,9.7082,1.6599,gouv.bj,EDUCATION;CLIMATE;TOURISME_BENIN;TAX_POLITICAL_PARTY;TRADE,5,Komi Koutche,1,SONEB (Eau);Assemblee Nationale du Benin,2,1.9,0.87,2.77,3.27,0.27,1393,0.266,0.295,0.16,0.685,6.643,0.409,Trust,https://www.gouv.bj/actualite/evt-31982,1,fra,0,Cooperation verbale,0,1,32,Nord,Donga,267000,1,Officiel,0.45,0.4892,2025-05,0,1,1,1,1,1.03,8.458,Neutre,Leg. negatif
20250419,2025-04-19,Parti Union Progressiste,BN,Parti Union Progressiste,BN,036,Critique politique,1,4.35,7,3,-3.76,Natitingou,BN,10.308,1.3784,lanouvelletribune.bj,HUMAN_RIGHTS;EPU_POLICY_UNCERTAINTY,2,Razack Adeoti,1,Universite de Parakou,1,2.59,2.28,4.87,4.88,0.37,1917,0.171,0.187,0.157,0.311,2.611,2.529,Trust,https://lanouvelletribune.bj/benin/evt-18122,1,fra,0,Cooperation verbale,0,1,21,Nord,Atacora,104000,1,Presse en ligne,0.7175,0.406,2025-04,0,0,0,0,0,0.31,5.966,Negatif,Stabilisant
20251114,2025-11-14,Police Republicaine,BN,Parti Forces Cauris,BN,040,Consultation diplomatique,1,5.87,6,5,-0.7,Dogbo,BN,6.8,1.78,24haubenin.info,PATRIMOINE_UNESCO;POVERTY;SECURITY;COTON_FILIERE;INFRASTRUCTURE,5,,0,,0,4.27,1.09,5.36,7.8,0.43,819,0.163,0.668,4.511,1.01,3.614,0.37,Joy,https://24haubenin.info/?evt-25959,1,fra,0,Cooperation verbale,0,1,30,Sud,Couffo,103000,0,Presse en ligne,0.7935,0.4825,2025-11,1,1,0,1,0,3.18,10.336,Neutre,Stabilisant
20250213,2025-02-13,Etudiants / UAC,BN,Medias beninois,BN,170,Coercition,4,-2.69,4,7,-3.22,Abomey-Calavi,BN,6.4484,2.3552,agencebeninpresse.bj,MIGRATION;POLITICS;CLIMATE;PROTEST;INONDATIONS,5,Komi Koutche,1,,0,2.13,2.46,4.59,0.57,1.93,1817,2.784,0.445,0.285,0.176,0.181,0.218,Anger,https://agencebeninpresse.bj/evt-46457,1,fra,0,Conflit materiel,1,1,28,Sud,Atlantique,757000,0,Agence officielle,0.3655,0.4195,2025-02,1,0,1,0,1,-0.33,4.089,Negatif,Leg. negatif
20251208,2025-12-08,Medias beninois,BN,Police Republicaine,BN,036,Critique politique,1,1.25,6,1,1.61,Abomey-Calavi,BN,6.4484,2.3552,fraternite.bj,MEDIA_LIBERTE_PRESSE;FINANCE;SECURITY,3,Aurélien Agbenonci;Mariam Chabi Talata,2,Parti du Renouveau Democratique,1,1.71,0.65,2.36,7.11,1.16,2625,0.088,0.365,1.172,0.426,2.019,1.606,Trust,https://fraternite.bj/article/evt-73724,1,fra,0,Cooperation verbale,0,0,6,Sud,Atlantique,757000,0,Presse en ligne,0.5625,0.5402,2025-12,1,1,0,0,0,1.06,5.676,Neutre,Neutre
20251203,2025-12-03,Assemblee Nationale,BN,Police Republicaine,BN,050,Appel cooperation,1,1.36,10,5,0.37,Sakete,BN,6.74,2.66,beninrevele.bj,PALUDISME;ECONOMY;EDUCATION;FOOD_SECURITY,4,,0,,0,1.02,5.16,6.18,4.96,0.18,2976,1.007,0.094,0.109,0.01,0.047,1.572,Surprise,https://beninrevele.bj/actualite/evt-54714,1,fra,0,Cooperation verbale,0,0,50,Sud,Plateau,113000,0,Site gouv.,0.568,0.5092,2025-12,1,1,0,1,1,-4.14,2.839,Neutre,Neutre
20250720,2025-07-20,Gouvernement du Benin,BN,Gouvernement du Benin,BN,071,Aide humanitaire,2,4.51,17,3,1.5,Tchaourou,BN,8.89,2.59,matinlibre.com,INONDATIONS;PECHE;TERRORISM;MEDIA_LIBERTE_PRESSE;ZONE_FRANCHE,5,Boni Yayi,1,Ministere de la Sante,1,0.48,3.95,4.43,0.63,0.24,2339,1.1,0.025,0.559,0.482,5.536,1.521,Trust,https://matinlibre.com/2025/evt-56245,0,fra,0,Cooperation materielle,0,0,51,Nord,Borgou,220000,1,Presse en ligne,0.7255,0.5375,2025-07,1,1,0,0,1,-3.47,9.223,Neutre,Stabilisant
20250414,2025-04-14,Presidence de la Republique,BN,Parti Bloc Republicain,BN,012,Decl. de soutien,1,5.03,10,2,4.17,Cotonou,BN,6.3654,2.4183,beninrevele.bj,EPU_POLICY_UNCERTAINTY;PORT_COTONOU;INONDATIONS;UNIVERSITE_ABOMEY_CALAVI;SECURITY,5,Komi Koutche;Louis Vlavonou,2,,0,11.62,0.34,11.96,8.09,0.63,1381,0.048,0.298,1.222,0.061,1.685,0.545,Trust,https://beninrevele.bj/actualite/evt-67884,0,fra,0,Cooperation verbale,0,0,20,Sud,Littoral,679000,0,Site gouv.,0.7515,0.6043,2025-04,1,1,0,1,1,11.28,3.859,Positif,Stabilisant
20250430,2025-04-30,Mairie / Elus locaux,BN,Societe civile,BN,050,Appel cooperation,1,1.14,8,4,-1.67,Ketou,BN,7.36,2.6,gouv.bj,FOOD_SECURITY;ELECTION;PECHE;COTON_FILIERE;POLITICS,5,Oswald Homeky,1,,0,0.81,3.96,4.77,1.58,2.97,1514,1.505,0.603,4.098,1.204,5.723,0.058,Trust,https://www.gouv.bj/actualite/evt-98258,1,fra,0,Cooperation verbale,0,1,32,Sud,Plateau,136000,0,Officiel,0.557,0.4582,2025-04,1,1,1,0,1,-3.15,13.191,Neutre,Neutre
20251228,2025-12-28,Armee beninoise (FAB),BN,Assemblee Nationale,BN,100,Demande,1,1.08,13,4,2.66,Cotonou,BN,6.3654,2.4183,leconomistebenin.com,PROTEST,1,,0,Bloc Republicain (BR),1,2.8,1.61,4.41,3.28,0.46,2793,0.526,0.367,1.905,0.182,6.006,0.091,Trust,https://leconomistebenin.com/evt-80687,1,fra,0,Cooperation verbale,0,0,52,Sud,Littoral,679000,0,Presse economique,0.554,0.5665,2025-12,1,0,0,0,0,1.19,9.077,Positif,Neutre
20250128,2025-01-28,Presidence de la Republique,BN,Presidence de la Republique,BN,130,Protestation,3,-6.4,8,10,-7.17,Cotonou,BN,6.3654,2.4183,fraternite.bj,TRADE;TAX_POLITICAL_PARTY;POVERTY;FRONTIERE_NORD;CLIMATE,5,Reckya Madougou,1,CENA (Commission electorale),1,1.76,0.11,1.87,4.62,2.93,1242,0.021,3.259,0.117,0.615,1.327,0.193,Fear,https://fraternite.bj/article/evt-30905,1,fra,0,Conflit verbal,1,1,80,Sud,Littoral,679000,0,Presse en ligne,0.18,0.3208,2025-01,1,1,1,1,1,1.65,5.532,Tres negatif,Destabilisant
20250417,2025-04-17,Medias beninois,BN,Gouvernement du Benin,BN,070,Aide/assistance,2,1.58,14,2,-5.17,Abomey-Calavi,BN,6.4484,2.3552,agencebeninpresse.bj,HUMAN_RIGHTS;ECONOMY,2,Razack Adeoti,1,Assemblee Nationale du Benin;Parti du Renouveau Democratique;SBEE (Electricite),3,0.95,1.03,1.98,1.23,0.06,1049,0.442,0.093,0.4,1.859,3.944,0.402,Trust,https://agencebeninpresse.bj/evt-54018,1,fra,0,Cooperation materielle,0,1,28,Sud,Atlantique,757000,0,Agence officielle,0.579,0.3708,2025-04,0,1,0,0,0,-0.08,7.14,Tres negatif,Neutre
20251007,2025-10-07,Parti Bloc Republicain,BN,Presidence de la Republique,BN,071,Aide humanitaire,2,2.46,4,2,0.25,Abomey-Calavi,BN,6.4484,2.3552,beninwebtv.com,PORT_COTONOU;TRADE;FINANCE;PECHE;TOURISME_BENIN,5,,0,Ministere de l Education;Forces Armees Beninoises (FAB),2,4.78,3.46,8.24,0.21,0.67,2491,0.178,0.321,0.033,1.116,5.827,1.842,Trust,https://beninwebtv.com/2025/10/07/evt-73012,1,fra,0,Cooperation materielle,0,0,8,Sud,Atlantique,757000,0,Web TV,0.623,0.5062,2025-10,0,1,0,0,1,1.32,9.317,Neutre,Neutre
20250128,2025-01-28,Etudiants / UAC,BN,Gouvernement du Benin,BN,011,Decl. optimiste,1,3.92,9,4,0.58,Aplahoue,BN,6.93,1.68,gouv.bj,INONDATIONS;FINANCE;YOUTH;HEALTH;FOOD_SECURITY,5,,0,Universite Abomey-Calavi (UAC),1,1.92,0.2,2.12,4.02,2.04,1921,0.595,0.542,0.147,0.233,2.535,0.508,Trust,https://www.gouv.bj/actualite/evt-18854,1,fra,0,Cooperation verbale,0,0,36,Sud,Couffo,171000,0,Officiel,0.696,0.5145,2025-01,1,1,0,1,1,1.72,4.56,Neutre,Stabilisant
20250705,2025-07-05,Assemblee Nationale,BN,Paysans / Producteurs coton,BN,170,Coercition,4,-3.82,16,11,-14.09,Dassa-Zoume,BN,7.75,2.1833,lanouvelletribune.bj,YOUTH;MEDIA_LIBERTE_PRESSE;TOURISME_BENIN;PIRACY_GOLFE_GUINEE,4,,0,AIC (Coton),1,0.13,1.31,1.44,9.02,1.62,197,6.116,0.002,0.093,0.688,0.163,0.591,Anger,https://lanouvelletribune.bj/benin/evt-91231,1,fra,0,Conflit materiel,1,1,176,Centre,Collines,113000,0,Presse en ligne,0.309,0.1478,2025-07,1,1,0,1,0,-1.18,7.653,Tres negatif,Destabilisant
20250714,2025-07-14,Parti Bloc Republicain,BN,Assemblee Nationale,BN,012,Decl. de soutien,1,2.58,7,6,1.53,Sakete,BN,6.74,2.66,gouv.bj,MIGRATION;TRADE;ELECTION,3,,0,ORTB (Radio-Television);Forces Armees Beninoises (FAB);Presidence du Benin,3,1.93,1.28,3.21,7.28,2.45,396,0.007,0.01,0.671,0.122,4.685,0.884,Trust,https://www.gouv.bj/actualite/evt-26644,1,fra,0,Cooperation verbale,0,0,42,Sud,Plateau,113000,0,Officiel,0.629,0.5382,2025-07,0,1,1,0,0,0.65,6.379,Neutre,Neutre
20250526,2025-05-26,Cour Constitutionnelle,BN,Syndicat UNSTB,BN,110,Rejet/opposition,3,-6.5,9,4,-6.1,Dassa-Zoume,BN,7.75,2.1833,lavoixdubenin.com,PIRACY_GOLFE_GUINEE,1,Abdoulaye Bio Tchane,1,,0,1.32,6.08,7.4,1.95,0.47,1652,0.301,2.866,0.04,1.087,0.867,1.062,Fear,https://lavoixdubenin.com/evt-95103,1,fra,0,Conflit verbal,1,1,36,Centre,Collines,113000,0,Presse en ligne,0.175,0.3475,2025-05,1,0,0,0,0,-4.76,6.223,Tres negatif,Destabilisant
20250917,2025-09-17,Etudiants / UAC,BN,Patronat beninois (CNP),BN,036,Critique politique,1,3.2,8,2,-0.08,Bohicon,BN,7.1824,2.066,matinlibre.com,PROTEST,1,Reckya Madougou;Nicephore Soglo,2,Parti du Renouveau Democratique,1,0.59,0.31,0.9,3.64,0.22,1566,0.656,0.081,2.771,0.491,11.091,1.682,Trust,https://matinlibre.com/2025/evt-73752,1,fra,0,Cooperation verbale,0,1,16,Centre,Zou,172000,0,Presse en ligne,0.66,0.498,2025-09,1,0,0,0,0,0.28,16.772,Neutre,Stabilisant
20251226,2025-12-26,Etudiants / UAC,BN,Cour Constitutionnelle,BN,145,Manifestation/revolte,4,-1.32,2,2,-3.47,Savalou,BN,7.9303,1.9754,lepointeau.bj,AGRICULTURE;COTON_FILIERE;ELECTION;CORRUPTION;PIRACY_GOLFE_GUINEE,5,Joel Aivo;Mariam Chabi Talata,2,,0,1.13,3.65,4.78,1.81,0.47,258,3.384,0.223,0.062,0.974,2.276,0.092,Anger,https://lepointeau.bj/evt-53435,1,fra,0,Conflit materiel,1,1,4,Centre,Collines,144000,0,Presse en ligne,0.434,0.4132,2025-12,1,1,1,0,1,-2.52,7.011,Negatif,Leg. negatif
20250626,2025-06-26,Police Republicaine,BN,Societe civile,BN,100,Demande,1,3.51,9,6,4.47,Sakete,BN,6.74,2.66,lanouvelletribune.bj,COTON_FILIERE,1,,0,Ministere de la Sante,1,4.43,0.74,5.17,1.22,1.37,1211,0.201,0.146,3.536,0.022,4.521,0.885,Trust,https://lanouvelletribune.bj/benin/evt-47693,1,fra,0,Cooperation verbale,0,0,54,Sud,Plateau,113000,0,Presse en ligne,0.6755,0.6118,2025-06,0,1,0,0,0,3.69,9.311,Positif,Stabilisant
20250508,2025-05-08,Assemblee Nationale,BN,Assemblee Nationale,BN,100,Demande,1,-0.75,7,2,4.95,Dassa-Zoume,BN,7.75,2.1833,agencebeninpresse.bj,DECENTRALISATION;COTON_FILIERE;DEFORESTATION,3,,0,Universite Abomey-Calavi (UAC);Cour Supreme du Benin,2,1.6,1.28,2.88,0.34,1.64,2134,0.082,0.184,1.623,0.269,2.079,0.316,Trust,https://agencebeninpresse.bj/evt-52035,1,fra,0,Cooperation verbale,0,0,14,Centre,Collines,113000,0,Agence officielle,0.4625,0.6238,2025-05,0,1,1,0,1,0.32,4.553,Positif,Leg. negatif
20250416,2025-04-16,Parti Bloc Republicain,BN,Societe civile,BN,020,Appel action,1,3.64,10,4,2.29,Nikki,BN,9.94,3.21,beninrevele.bj,INFRASTRUCTURE;PATRIMOINE_UNESCO;ZONE_FRANCHE;HEALTH;PORT_COTONOU,5,Oswald Homeky,1,,0,1.18,0.82,2.0,0.81,0.2,1927,0.029,0.049,1.722,0.416,0.601,0.412,Joy,https://beninrevele.bj/actualite/evt-80632,1,fra,0,Cooperation verbale,0,0,40,Nord,Borgou,152000,1,Site gouv.,0.682,0.5572,2025-04,0,1,0,1,0,0.36,3.229,Positif,Stabilisant
20251218,2025-12-18,Mairie / Elus locaux,BN,Syndicat UNSTB,BN,050,Appel cooperation,1,0.59,4,4,2.92,Tanguieta,BN,10.62,1.27,24haubenin.info,EPU_POLICY_UNCERTAINTY,1,,0,,0,0.88,0.79,1.67,1.23,1.1,83,0.011,0.111,2.588,0.342,2.646,0.631,Trust,https://24haubenin.info/?evt-18910,1,fra,0,Cooperation verbale,0,0,16,Nord,Atacora,72000,1,Presse en ligne,0.5295,0.573,2025-12,0,0,0,0,0,0.09,6.329,Positif,Neutre
20250730,2025-07-30,Police Republicaine,BN,Parti Union Progressiste,BN,070,Aide/assistance,2,-2.8,5,12,4.27,Cotonou,BN,6.3654,2.4183,lanouvelletribune.bj,POLITICS;COMMERCE_NIGERIA;ENERGIE_ELECTRIFICATION;PORT_COTONOU,4,Benjamin Hounkpatin;Reckya Madougou;Mariam Chabi Talata,3,Forces Cauris (FCBE),1,2.69,0.64,3.33,1.51,0.73,670,1.161,0.045,7.761,0.494,2.35,0.375,Joy,https://lanouvelletribune.bj/benin/evt-92089,0,fra,0,Cooperation materielle,0,0,60,Sud,Littoral,679000,0,Presse en ligne,0.36,0.6068,2025-07,0,1,1,1,0,2.05,12.186,Positif,Leg. negatif
20251215,2025-12-15,Patronat beninois (CNP),BN,Patronat beninois (CNP),BN,110,Rejet/opposition,3,-4.42,10,12,-2.45,Savalou,BN,7.9303,1.9754,gouv.bj,DEMOCRACY;HEALTH;PORT_COTONOU,3,Alassane Seidou,1,Forces Armees Beninoises (FAB),1,2.56,15.75,18.31,2.21,3.04,336,2.541,0.377,0.02,0.468,1.521,0.118,Anger,https://www.gouv.bj/actualite/evt-89665,1,fra,0,Conflit verbal,1,1,120,Centre,Collines,144000,0,Officiel,0.279,0.4388,2025-12,0,1,1,1,0,-13.19,5.045,Negatif,Destabilisant
20251118,2025-11-18,Parti Forces Cauris,BN,Mairie / Elus locaux,BN,011,Decl. optimiste,1,-0.29,4,3,-1.24,Dogbo,BN,6.8,1.78,lanouvelletribune.bj,POVERTY,1,Mariam Chabi Talata;Yvon Detegnon,2,,0,1.54,1.76,3.3,0.47,0.95,95,0.775,0.3,1.016,0.552,3.041,1.015,Trust,https://lanouvelletribune.bj/benin/evt-65122,1,fra,0,Cooperation verbale,0,1,12,Sud,Couffo,103000,0,Presse en ligne,0.4855,0.469,2025-11,0,0,0,1,0,-0.22,6.699,Neutre,Leg. negatif
20251110,2025-11-10,Armee beninoise (FAB),BN,Paysans / Producteurs coton,BN,172,Arrestation,4,-1.67,8,10,-2.88,Pobe,BN,6.98,2.66,beninwebtv.com,DIASPORA_BENIN,1,Patrice Talon;Razack Adeoti,2,AIC (Coton),1,0.43,2.82,3.25,9.87,1.1,2576,2.319,3.999,0.176,0.268,0.599,0.122,Fear,https://beninwebtv.com/2025/11/10/evt-25206,0,fra,0,Conflit materiel,1,1,80,Sud,Plateau,123000,0,Web TV,0.4165,0.428,2025-11,0,0,0,0,0,-2.39,7.483,Negatif,Leg. negatif
20250111,2025-01-11,Parti Bloc Republicain,BN,Assemblee Nationale,BN,140,Refus cooperation,3,-2.69,10,2,-5.27,Parakou,BN,9.337,2.6282,24haubenin.info,INFRASTRUCTURE;PATRIMOINE_UNESCO;CRIME;GENDER;COMMERCE_NIGERIA,5,,0,CNSS (Securite sociale);Ministere des Finances (MEF),2,0.68,0.42,1.1,0.99,0.11,2726,5.212,0.387,0.076,1.331,3.599,0.447,Anger,https://24haubenin.info/?evt-44988,1,fra,0,Conflit verbal,1,1,20,Nord,Borgou,255000,1,Presse en ligne,0.3655,0.3682,2025-01,1,1,0,1,0,0.26,11.052,Tres negatif,Leg. negatif
20251226,2025-12-26,Syndicat enseignants (COSI),BN,Syndicat UNSTB,BN,036,Critique politique,1,1.58,9,6,2.46,Kandi,BN,11.134,2.9394,beninwebtv.com,ENVIRONMENT;TOURISME_BENIN;ECONOMY;COMMERCE_NIGERIA;ENERGIE_ELECTRIFICATION,5,,0,SONEB (Eau);AIC (Coton),2,1.66,0.07,1.73,2.99,0.77,510,0.248,0.916,0.818,0.688,4.42,0.458,Trust,https://beninwebtv.com/2025/12/26/evt-91005,0,fra,0,Cooperation verbale,0,0,54,Nord,Alibori,179000,1,Web TV,0.579,0.5615,2025-12,0,1,0,1,1,1.59,7.548,Positif,Neutre
